checkpoint,position,is_home,formation,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,scored_after,cumul_in_game_time,cumul_received_succ,cumul_received_unsucc,cumul_times_pressured,cumul_pressured_succ,cumul_pressured_unsucc,cumul_pressured_success_rate,cumul_pressures_applied,cumul_pressures_won,cumul_pressures_lost,cumul_pressure_success_rate
H1_15,M,True,4-1-4-1,1,6,82.91,6.771,7.64,0,0,0,0,0,14,3,0,2,1,1,0.5,3,2,1,0.6666666666666666
H1_30,M,True,4-1-4-1,1,10,134.07,6.558,7.64,0,0,0,0,0,29,12,0,7,5,2,0.7142857142857143,4,2,2,0.5
H1_45,M,True,4-1-4-1,1,14,165.35,6.412,7.64,0,0,0,0,0,44,19,2,9,6,3,0.6666666666666666,5,3,2,0.6
H2_15,M,True,4-1-4-1,4,6,129.24,7.037,8.88,0,0,0,0,0,14,9,0,11,9,2,0.8181818181818182,1,1,0,1.0
H2_30,M,True,4-1-4-1,6,11,178.45,6.865,8.88,1,1,1,1,0,29,15,0,19,12,7,0.631578947368421,0,0,0,0.0
H2_30,M,True,4-1-4-1,0,1,45.93,6.7,6.7,0,0,0,0,1,10,8,0,5,4,1,0.8,3,2,1,0.6666666666666666
H1_15,M,True,4-1-4-1,3,8,125.81,6.929,8.03,0,0,0,0,0,14,9,1,1,0,1,0.0,4,2,2,0.5
H1_30,M,True,4-1-4-1,4,12,174.73,6.815,8.03,0,0,0,0,0,29,18,1,3,0,3,0.0,5,2,3,0.4
H1_45,M,True,4-1-4-1,4,16,219.45,6.696,8.03,0,0,0,0,0,44,27,1,5,1,4,0.2,7,3,4,0.42857142857142855
H2_15,M,True,4-1-4-1,7,21,299.78,6.802,8.03,0,0,0,0,0,59,37,1,10,5,5,0.5,0,0,0,0.0
H2_30,M,True,4-1-4-1,8,24,374.55,6.827,8.62,0,0,0,0,0,74,43,2,12,7,5,0.5833333333333334,9,4,5,0.4444444444444444
H2_30,M,True,4-1-4-1,0,3,35.97,6.317,6.41,1,0,1,1,0,10,7,0,4,3,1,0.75,0,0,0,0.0
H2_15,A,True,4-1-4-1,1,6,94.56,6.62,9.04,1,0,1,1,1,14,3,0,2,2,0,1.0,6,5,1,0.8333333333333334
H2_30,A,True,4-1-4-1,1,9,131.2,6.623,9.04,1,0,1,1,1,29,4,0,6,3,3,0.5,11,9,2,0.8181818181818182
H2_30,M,True,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0
H1_15,D,True,4-1-4-1,2,14,180.73,6.661,8.07,0,0,0,0,0,14,7,1,4,3,1,0.75,3,1,2,0.3333333333333333
H1_30,D,True,4-1-4-1,2,19,251.17,6.634,8.07,0,0,0,0,0,29,14,1,8,5,3,0.625,0,0,0,0.0
H1_45,D,True,4-1-4-1,2,22,296.8,6.62,8.07,0,0,0,0,0,44,23,1,14,9,5,0.6428571428571429,7,3,4,0.42857142857142855
H2_15,D,True,4-1-4-1,2,30,423.23,6.594,8.07,0,0,0,0,0,59,30,1,21,14,7,0.6666666666666666,8,4,4,0.5
H2_30,D,True,4-1-4-1,4,37,553.59,6.666,8.07,1,0,1,1,0,74,33,1,25,16,9,0.64,10,6,4,0.6
H1_15,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,14,1,1,0,0,0,0.0,0,0,0,0.0
H1_30,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,29,1,3,0,0,0,0.0,0,0,0,0.0
H1_45,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,44,0,0,0,0,0,0.0,0,0,0,0.0
H2_15,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,59,0,0,0,0,0,0.0,0,0,0,0.0
H2_30,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,74,0,0,0,0,0,0.0,0,0,0,0.0
H1_15,D,False,4-1-4-1,1,5,68.8,6.603,7.27,0,0,0,0,0,14,6,0,0,0,0,0.0,1,0,1,0.0
H1_30,D,False,4-1-4-1,2,9,112.21,6.645,7.43,0,0,0,0,0,29,9,0,0,0,0,0.0,2,1,1,0.5
H1_45,D,False,4-1-4-1,2,11,125.44,6.537,7.43,0,0,0,0,0,44,10,2,0,0,0,0.0,0,0,0,0.0
H2_15,D,False,4-1-4-1,4,15,209.05,6.666,8.64,0,0,0,0,0,59,11,4,2,1,1,0.5,4,3,1,0.75
H2_30,D,False,4-1-4-1,4,17,232.15,6.677,8.64,0,0,0,0,0,74,11,8,0,0,0,0.0,5,4,1,0.8
H1_15,D,False,4-1-4-1,0,3,43.49,6.4,7.0,0,0,0,0,0,14,6,1,1,1,0,1.0,2,1,1,0.5
H1_30,D,False,4-1-4-1,1,6,73.82,6.654,7.28,0,0,0,0,0,29,7,1,0,0,0,0.0,3,1,2,0.3333333333333333
H1_45,D,False,4-1-4-1,1,8,96.71,6.626,7.28,0,0,0,0,0,44,9,2,2,1,1,0.5,0,0,0,0.0
H2_15,D,False,4-1-4-1,2,12,164.24,6.773,7.56,0,0,0,0,0,59,10,4,4,3,1,0.75,6,2,4,0.3333333333333333
H2_30,D,False,4-1-4-1,2,13,173.97,6.731,7.56,0,0,0,0,0,74,10,6,6,4,2,0.6666666666666666,0,0,0,0.0
H2_30,M,False,4-1-4-1,0,1,13.72,7.19,7.19,0,0,0,0,0,6,0,0,1,1,0,1.0,3,1,2,0.3333333333333333
H1_15,M,False,4-1-4-1,0,8,80.95,6.16,6.76,0,0,0,0,0,14,7,1,5,2,3,0.4,0,0,0,0.0
H1_30,M,False,4-1-4-1,2,14,167.5,6.396,7.66,0,0,0,0,0,29,0,0,6,3,3,0.5,1,1,0,1.0
H1_45,M,False,4-1-4-1,3,19,233.11,6.493,8.02,0,0,0,0,0,44,9,1,0,0,0,0.0,3,2,1,0.6666666666666666
H2_15,M,False,4-1-4-1,3,26,313.15,6.445,8.02,0,0,0,0,0,59,10,2,9,3,6,0.3333333333333333,10,2,8,0.2
H2_30,M,False,4-1-4-1,3,31,364.42,6.402,8.02,0,0,0,0,0,74,0,0,10,4,6,0.4,15,4,11,0.26666666666666666
H1_15,A,False,4-1-4-1,3,11,152.05,6.751,7.97,2,1,2,2,0,14,4,1,2,1,1,0.5,1,0,1,0.0
H1_30,A,False,4-1-4-1,4,15,215.16,6.765,8.48,2,1,2,2,0,29,0,0,0,0,0,0.0,5,0,5,0.0
H1_45,A,False,4-1-4-1,4,17,241.76,6.734,8.48,2,1,2,2,0,44,6,2,4,1,3,0.25,10,2,8,0.2
H2_15,A,False,4-1-4-1,5,20,274.44,6.715,8.48,2,1,2,2,0,59,8,2,7,1,6,0.14285714285714285,23,6,17,0.2608695652173913
H2_30,A,False,4-1-4-1,6,27,357.06,6.635,8.48,2,1,2,2,0,74,10,3,15,1,14,0.06666666666666667,30,12,18,0.4
H1_15,M,False,4-1-4-1,1,14,147.08,6.264,8.56,1,0,1,1,0,14,7,1,5,2,3,0.4,4,3,1,0.75
H1_30,M,False,4-1-4-1,2,18,204.38,6.391,8.56,1,0,1,1,0,29,8,2,6,2,4,0.3333333333333333,7,3,4,0.42857142857142855
H1_45,M,False,4-1-4-1,3,20,239.33,6.439,8.56,1,0,1,1,0,44,11,5,8,3,5,0.375,9,4,5,0.4444444444444444
H2_15,M,False,4-1-4-1,5,25,311.86,6.567,8.72,1,0,1,1,0,59,0,0,0,0,0,0.0,18,5,13,0.2777777777777778
H1_15,D,False,4-1-4-1,1,10,116.07,6.48,7.55,0,0,0,0,0,14,5,4,2,1,1,0.5,2,1,1,0.5
H1_30,D,False,4-1-4-1,1,11,131.87,6.472,7.55,0,0,0,0,0,29,6,5,3,2,1,0.6666666666666666,5,3,2,0.6
H1_45,D,False,4-1-4-1,1,15,204.13,6.474,7.55,0,0,0,0,0,44,7,8,4,2,2,0.5,6,3,3,0.5
H2_15,D,False,4-1-4-1,3,23,301.33,6.543,7.73,0,0,0,0,0,59,9,10,6,2,4,0.3333333333333333,12,4,8,0.3333333333333333
H2_30,D,False,4-1-4-1,3,24,316.33,6.559,7.73,0,0,0,0,0,74,9,12,7,3,4,0.42857142857142855,16,6,10,0.375
H1_15,M,False,4-1-4-1,2,8,124.92,6.851,7.49,0,0,0,0,0,14,0,0,0,0,0,0.0,1,1,0,1.0
H1_30,M,False,4-1-4-1,3,15,222.87,6.678,7.56,0,0,0,0,0,29,0,1,0,0,0,0.0,3,1,2,0.3333333333333333
H1_45,M,False,4-1-4-1,4,25,308.33,6.547,7.56,0,0,0,0,0,44,2,1,0,0,0,0.0,4,1,3,0.25
H2_15,M,False,4-1-4-1,4,30,377.99,6.529,7.56,0,0,0,0,0,59,3,1,2,2,0,1.0,14,3,11,0.21428571428571427
H1_15,D,False,4-1-4-1,4,5,113.02,7.141,8.48,0,0,0,0,0,14,3,1,2,2,0,1.0,2,1,1,0.5
H1_30,D,False,4-1-4-1,6,10,212.67,7.149,9.73,0,0,0,0,0,29,3,2,0,0,0,0.0,9,2,7,0.2222222222222222
H1_45,D,False,4-1-4-1,7,13,261.01,7.061,9.73,0,0,0,0,0,44,5,3,7,6,1,0.8571428571428571,16,4,12,0.25
H2_15,D,False,4-1-4-1,9,15,303.4,7.09,9.73,0,0,0,0,0,59,5,5,10,6,4,0.6,22,6,16,0.2727272727272727
H2_30,D,False,4-1-4-1,9,17,347.44,7.046,9.73,0,0,0,0,0,74,6,7,0,0,0,0.0,27,8,19,0.2962962962962963
H2_30,M,False,4-1-4-1,0,5,57.66,6.274,6.82,0,0,0,0,0,10,0,2,2,0,2,0.0,5,1,4,0.2
H1_15,M,False,4-1-4-1,2,12,198.34,6.652,7.72,0,0,0,0,0,14,2,1,4,3,1,0.75,4,0,4,0.0
H1_30,M,False,4-1-4-1,3,15,265.56,6.691,7.72,0,0,0,0,0,29,0,0,0,0,0,0.0,7,1,6,0.14285714285714285
H1_45,M,False,4-1-4-1,4,21,330.44,6.66,7.72,0,0,0,0,0,44,4,2,6,4,2,0.6666666666666666,14,2,12,0.14285714285714285
H2_15,M,False,4-1-4-1,5,26,411.52,6.695,8.45,0,0,0,0,0,59,0,0,0,0,0,0.0,21,3,18,0.14285714285714285
H2_30,M,False,4-1-4-1,8,33,524.75,6.722,8.45,0,0,0,0,0,74,5,2,9,6,3,0.6666666666666666,27,7,20,0.25925925925925924
H1_15,M,False,4-1-4-1,3,15,199.7,6.618,7.92,0,0,0,0,0,14,1,0,2,1,1,0.5,3,1,2,0.3333333333333333
H1_30,M,False,4-1-4-1,6,19,294.53,6.775,7.92,0,0,0,0,0,29,1,1,0,0,0,0.0,6,2,4,0.3333333333333333
H1_45,M,False,4-1-4-1,7,23,366.94,6.784,8.99,0,0,0,0,0,44,3,1,3,1,2,0.3333333333333333,7,2,5,0.2857142857142857
H2_15,M,False,4-1-4-1,7,26,396.04,6.726,8.99,0,0,0,0,0,59,0,0,4,1,3,0.25,22,4,18,0.18181818181818182
H2_30,M,False,4-1-4-1,8,31,469.31,6.727,8.99,2,1,2,2,0,74,5,4,6,1,5,0.16666666666666666,27,7,20,0.25925925925925924
H1_15,G,True,4-2-3-1,0,1,7.23,6.31,6.31,0,0,0,0,0,14,0,1,0,0,0,0.0,0,0,0,0.0
H1_30,G,True,4-2-3-1,0,2,12.57,6.19,6.31,0,0,0,0,0,29,0,0,0,0,0,0.0,0,0,0,0.0
H1_45,G,True,4-2-3-1,0,2,12.57,6.19,6.31,0,0,0,0,0,44,1,1,0,0,0,0.0,0,0,0,0.0
H2_15,G,True,4-2-3-1,0,2,12.57,6.19,6.31,0,0,0,0,0,59,0,0,0,0,0,0.0,0,0,0,0.0
H2_30,G,True,4-2-3-1,0,2,12.57,6.19,6.31,0,0,0,0,0,74,1,2,0,0,0,0.0,0,0,0,0.0
H1_15,D,True,4-2-3-1,1,9,138.8,6.525,7.1,0,0,0,0,0,14,3,0,8,3,5,0.375,4,2,2,0.5
H1_30,D,True,4-2-3-1,4,15,303.62,6.876,9.33,0,0,0,0,0,29,8,0,12,4,8,0.3333333333333333,7,3,4,0.42857142857142855
H1_45,D,True,4-2-3-1,6,25,463.07,6.731,9.33,0,0,0,0,0,44,15,0,18,7,11,0.3888888888888889,9,3,6,0.3333333333333333
H2_15,D,True,4-2-3-1,8,38,650.65,6.673,9.33,0,0,0,0,0,59,25,3,21,10,11,0.47619047619047616,11,4,7,0.36363636363636365
H2_30,D,True,4-2-3-1,11,44,730.91,6.729,9.33,0,0,0,0,0,74,36,6,26,13,13,0.5,0,0,0,0.0
H1_15,D,True,4-2-3-1,3,10,166.91,7.065,8.54,0,0,0,0,0,14,5,0,2,0,2,0.0,1,0,1,0.0
H1_30,D,True,4-2-3-1,4,15,243.01,6.925,8.54,0,0,0,0,0,29,16,0,6,3,3,0.5,4,1,3,0.25
H1_45,D,True,4-2-3-1,4,20,351.17,6.885,8.54,0,0,0,0,0,44,23,1,0,0,0,0.0,6,3,3,0.5
H2_15,D,True,4-2-3-1,4,25,413.77,6.798,8.54,0,0,0,0,0,59,27,2,8,4,4,0.5,7,3,4,0.42857142857142855
H2_30,D,True,4-2-3-1,4,25,413.77,6.798,8.54,0,0,0,0,0,74,40,2,9,5,4,0.5555555555555556,0,0,0,0.0
H1_15,D,True,4-2-3-1,0,6,63.23,6.075,6.66,0,0,0,0,0,14,3,0,1,0,1,0.0,4,2,2,0.5
H1_30,D,True,4-2-3-1,1,8,91.11,6.227,8.14,1,0,1,1,0,29,18,2,4,2,2,0.5,9,2,7,0.2222222222222222
H1_45,D,True,4-2-3-1,1,15,190.68,6.163,8.14,1,0,1,1,0,44,31,2,5,3,2,0.6,11,2,9,0.18181818181818182
H2_15,D,True,4-2-3-1,2,20,243.71,6.285,8.14,1,0,1,1,0,59,33,3,0,0,0,0.0,12,2,10,0.16666666666666666
H2_30,D,True,4-2-3-1,2,20,243.71,6.285,8.14,1,0,1,1,0,74,39,3,0,0,0,0.0,0,0,0,0.0
H1_15,M,True,4-2-3-1,0,8,155.95,6.469,7.56,0,0,0,0,0,14,4,1,4,2,2,0.5,2,1,1,0.5
H1_30,M,True,4-2-3-1,1,12,201.63,6.395,7.98,0,0,0,0,0,29,14,1,8,5,3,0.625,4,1,3,0.25
H1_45,M,True,4-2-3-1,3,18,296.96,6.543,7.98,0,0,0,0,0,44,24,2,12,9,3,0.75,8,3,5,0.375
H2_15,M,True,4-2-3-1,5,27,411.74,6.603,7.98,1,0,1,0,0,59,38,3,0,0,0,0.0,9,3,6,0.3333333333333333
H1_15,M,True,4-2-3-1,0,6,72.61,6.12,6.91,0,0,0,0,0,14,2,1,4,4,0,1.0,4,0,4,0.0
H1_30,M,True,4-2-3-1,0,10,129.48,6.287,7.31,0,0,0,0,0,29,13,3,9,7,2,0.7777777777777778,5,1,4,0.2
H1_45,M,True,4-2-3-1,5,18,385.64,6.786,8.3,1,0,1,1,0,44,27,3,20,15,5,0.75,7,2,5,0.2857142857142857
H2_15,M,True,4-2-3-1,8,25,516.51,6.843,8.3,1,0,1,1,0,59,40,4,25,18,7,0.72,9,3,6,0.3333333333333333
H1_15,A,True,4-2-3-1,0,8,100.63,6.174,6.99,0,0,0,0,0,14,0,0,1,0,1,0.0,7,3,4,0.42857142857142855
H1_30,A,True,4-2-3-1,1,14,217.59,6.497,9.33,0,0,0,0,0,29,4,0,2,0,2,0.0,10,4,6,0.4
H1_45,A,True,4-2-3-1,1,21,296.67,6.457,9.33,0,0,0,0,0,44,6,0,4,0,4,0.0,12,4,8,0.3333333333333333
H2_15,A,True,4-2-3-1,3,25,411.06,6.627,9.33,1,0,1,1,0,59,13,0,7,2,5,0.2857142857142857,15,7,8,0.4666666666666667
H1_15,M,True,4-2-3-1,1,8,89.57,6.367,7.18,0,0,0,0,0,14,0,0,1,1,0,1.0,8,2,6,0.25
H1_30,M,True,4-2-3-1,2,12,145.67,6.43,7.99,1,0,1,1,0,29,0,0,2,1,1,0.5,14,4,10,0.2857142857142857
H1_45,M,True,4-2-3-1,4,21,272.16,6.484,8.28,1,0,1,1,0,44,4,0,6,5,1,0.8333333333333334,18,7,11,0.3888888888888889
H2_15,M,True,4-2-3-1,7,27,413.79,6.657,9.51,3,0,3,3,0,59,11,0,9,7,2,0.7777777777777778,0,0,0,0.0
H2_30,M,True,4-2-3-1,7,28,432.11,6.658,9.51,3,0,3,3,0,74,18,0,11,8,3,0.7272727272727273,19,8,11,0.42105263157894735
H2_30,M,True,4-2-3-1,1,6,61.02,6.703,9.2,0,0,0,0,0,11,10,0,6,2,4,0.3333333333333333,0,0,0,0.0
H2_30,D,True,4-2-3-1,3,4,112.82,7.5,8.59,0,0,0,0,0,11,5,0,1,1,0,1.0,0,0,0,0.0
H1_15,D,True,4-2-3-1,3,6,117.75,6.9,7.93,0,0,0,0,0,14,3,0,2,1,1,0.5,4,1,3,0.25
H1_30,D,True,4-2-3-1,4,12,199.68,6.725,7.93,0,0,0,0,0,29,11,0,8,4,4,0.5,8,3,5,0.375
H1_45,D,True,4-2-3-1,7,21,376.67,6.848,8.53,0,0,0,0,0,44,23,0,13,8,5,0.6153846153846154,9,3,6,0.3333333333333333
H2_15,D,True,4-2-3-1,9,28,560.53,6.934,10.13,0,0,0,0,0,59,27,0,15,9,6,0.6,0,0,0,0.0
H2_30,M,True,4-2-3-1,0,3,37.72,6.01,6.27,0,0,0,0,0,11,9,0,0,0,0,0.0,0,0,0,0.0
H2_30,A,True,4-2-3-1,0,1,14.31,6.68,6.68,0,0,0,0,0,3,0,0,0,0,0,0.0,0,0,0,0.0
H1_15,M,True,4-2-3-1,0,3,25.25,6.21,6.88,0,0,0,0,0,14,2,1,5,4,1,0.8,3,1,2,0.3333333333333333
H1_30,M,True,4-2-3-1,1,6,90.76,6.744,8.76,0,0,0,0,0,29,12,1,12,10,2,0.8333333333333334,7,2,5,0.2857142857142857
H1_45,M,True,4-2-3-1,3,16,280.18,6.725,8.76,2,0,1,2,0,44,19,1,16,11,5,0.6875,9,3,6,0.3333333333333333
H2_15,M,True,4-2-3-1,6,22,417.03,6.765,8.76,2,0,1,2,0,59,26,3,18,12,6,0.6666666666666666,11,3,8,0.2727272727272727
H2_30,M,True,4-2-3-1,6,23,426.79,6.731,8.76,3,0,2,3,0,74,34,3,20,14,6,0.7,13,4,9,0.3076923076923077
H1_15,M,True,4-2-3-1,1,7,108.2,6.434,7.56,0,0,0,0,0,14,3,0,4,1,3,0.25,3,1,2,0.3333333333333333
H1_30,M,True,4-2-3-1,1,11,150.25,6.352,7.56,0,0,0,0,0,29,8,0,8,2,6,0.25,5,1,4,0.2
H1_45,M,True,4-2-3-1,3,21,294.28,6.464,7.96,0,0,0,0,0,44,12,0,14,3,11,0.21428571428571427,7,1,6,0.14285714285714285
H2_15,M,True,4-2-3-1,5,31,467.17,6.49,7.96,0,0,0,0,0,59,18,1,19,6,13,0.3157894736842105,9,2,7,0.2222222222222222
H2_30,M,True,4-2-3-1,0,1,12.35,6.54,6.54,0,0,0,0,0,3,2,1,1,0,1,0.0,1,1,0,1.0
H1_15,G,False,3-4-3,0,0,0.0,0.0,0.0,0,0,0,0,0,14,0,0,0,0,0,0.0,0,0,0,0.0
H1_30,G,False,3-4-3,0,0,0.0,0.0,0.0,0,0,0,0,0,29,0,0,0,0,0,0.0,0,0,0,0.0
H1_45,G,False,3-4-3,0,0,0.0,0.0,0.0,0,0,0,0,0,44,0,1,0,0,0,0.0,0,0,0,0.0
H2_15,G,False,3-4-3,0,1,6.43,5.97,5.97,0,0,0,0,0,59,0,2,0,0,0,0.0,0,0,0,0.0
H2_30,G,False,3-4-3,0,1,6.43,5.97,5.97,0,0,0,0,0,74,0,0,0,0,0,0.0,0,0,0,0.0
H1_15,M,False,3-4-3,1,9,124.57,6.493,7.35,2,0,1,2,0,14,4,0,3,2,1,0.6666666666666666,8,6,2,0.75
H1_30,M,False,3-4-3,2,16,235.73,6.686,9.23,2,0,1,2,0,29,0,0,7,4,3,0.5714285714285714,14,11,3,0.7857142857142857
H1_45,M,False,3-4-3,6,26,426.29,6.827,9.23,2,0,1,2,0,44,7,0,12,8,4,0.6666666666666666,15,11,4,0.7333333333333333
H2_15,M,False,3-4-3,10,38,664.23,6.91,9.23,2,0,1,2,0,59,11,1,15,9,6,0.6,18,12,6,0.6666666666666666
H2_30,M,False,3-4-3,12,43,779.84,6.942,9.23,2,0,1,2,0,74,0,0,16,9,7,0.5625,25,17,8,0.68
H1_15,D,False,3-4-3,0,4,38.51,5.89,6.13,0,0,0,0,0,14,3,0,4,4,0,1.0,1,1,0,1.0
H1_30,D,False,3-4-3,0,10,90.24,5.912,6.25,0,0,0,0,0,29,8,1,6,6,0,1.0,3,2,1,0.6666666666666666
H1_45,D,False,3-4-3,0,11,102.48,5.944,6.26,0,0,0,0,0,44,8,2,7,7,0,1.0,5,4,1,0.8
H2_15,D,False,3-4-3,2,17,205.01,6.417,9.13,0,0,0,0,0,59,10,3,8,7,1,0.875,7,5,2,0.7142857142857143
H2_30,D,False,3-4-3,2,17,205.01,6.417,9.13,0,0,0,0,0,74,10,4,0,0,0,0.0,8,6,2,0.75
H1_15,D,False,3-4-3,0,3,19.25,5.74,5.81,0,0,0,0,0,14,3,2,3,1,2,0.3333333333333333,0,0,0,0.0
H1_30,D,False,3-4-3,2,6,60.77,6.864,9.21,0,0,0,0,0,29,10,2,4,2,2,0.5,1,1,0,1.0
H1_45,D,False,3-4-3,3,8,105.43,6.96,9.21,0,0,0,0,0,44,0,0,0,0,0,0.0,3,2,1,0.6666666666666666
H2_15,D,False,3-4-3,6,14,235.79,7.25,9.21,0,0,0,0,0,59,12,2,5,3,2,0.6,0,0,0,0.0
H2_30,D,False,3-4-3,6,16,251.55,7.128,9.21,0,0,0,0,0,74,12,3,6,3,3,0.5,0,0,0,0.0
H1_15,D,False,3-4-3,0,1,5.91,5.77,5.77,0,0,0,0,0,14,3,0,4,2,2,0.5,3,2,1,0.6666666666666666
H1_30,D,False,3-4-3,1,4,45.12,6.516,7.52,0,0,0,0,0,29,9,0,6,2,4,0.3333333333333333,0,0,0,0.0
H1_45,D,False,3-4-3,2,8,91.84,6.64,7.52,0,0,0,0,0,44,10,1,9,2,7,0.2222222222222222,6,5,1,0.8333333333333334
H2_15,D,False,3-4-3,2,11,158.11,6.555,7.52,0,0,0,0,0,59,16,1,0,0,0,0.0,0,0,0,0.0
H2_30,D,False,3-4-3,2,13,176.48,6.557,7.55,0,0,0,0,0,74,18,2,0,0,0,0.0,7,5,2,0.7142857142857143
H1_15,A,False,3-4-3,3,10,152.65,6.688,8.02,0,0,0,0,0,14,1,1,5,1,4,0.2,4,1,3,0.25
H1_30,A,False,3-4-3,3,14,205.49,6.614,8.02,0,0,0,0,0,29,3,1,9,2,7,0.2222222222222222,6,1,5,0.16666666666666666
H1_45,A,False,3-4-3,6,23,342.79,6.656,8.62,0,0,0,0,0,44,6,1,11,3,8,0.2727272727272727,12,1,11,0.08333333333333333
H2_15,A,False,3-4-3,10,31,557.21,6.891,9.29,0,0,0,0,0,59,8,1,12,4,8,0.3333333333333333,15,3,12,0.2
H2_30,A,False,3-4-3,10,37,622.57,6.857,9.29,0,0,0,0,0,74,0,0,0,0,0,0.0,17,4,13,0.23529411764705882
H1_15,M,False,3-4-3,0,9,128.63,6.247,7.63,0,0,0,0,0,14,2,0,4,4,0,1.0,2,0,2,0.0
H1_30,M,False,3-4-3,0,14,190.26,6.199,7.63,0,0,0,0,0,29,8,0,9,8,1,0.8888888888888888,5,1,4,0.2
H1_45,M,False,3-4-3,1,26,355.61,6.296,8.42,0,0,0,0,0,44,11,1,11,9,2,0.8181818181818182,9,2,7,0.2222222222222222
H2_15,M,False,3-4-3,2,33,515.46,6.381,8.57,0,0,0,0,0,59,13,3,12,9,3,0.75,11,4,7,0.36363636363636365
H2_30,M,False,3-4-3,2,36,540.04,6.371,8.57,0,0,0,0,0,74,14,7,0,0,0,0.0,15,6,9,0.4
H1_15,A,False,3-4-3,4,7,148.48,7.066,9.0,1,1,0,1,0,14,1,0,3,2,1,0.6666666666666666,5,3,2,0.6
H1_30,A,False,3-4-3,5,12,224.92,7.039,9.0,2,1,1,2,0,29,2,0,9,8,1,0.8888888888888888,14,5,9,0.35714285714285715
H1_45,A,False,3-4-3,9,22,441.19,7.083,9.34,2,1,1,2,0,44,3,0,11,9,2,0.8181818181818182,20,5,15,0.25
H2_15,A,False,3-4-3,12,29,546.37,7.032,9.34,2,1,1,2,0,59,5,0,13,11,2,0.8461538461538461,25,5,20,0.2
H2_30,A,False,3-4-3,13,31,591.94,7.057,9.34,2,1,1,2,0,74,0,0,0,0,0,0.0,26,6,20,0.23076923076923078
H1_15,A,False,3-4-3,4,10,203.16,6.852,8.23,0,0,0,0,0,14,3,0,7,5,2,0.7142857142857143,2,1,1,0.5
H1_30,A,False,3-4-3,5,16,328.53,6.909,10.33,0,0,0,0,0,29,6,0,9,7,2,0.7777777777777778,6,4,2,0.6666666666666666
H1_45,A,False,3-4-3,9,27,498.39,6.899,10.33,2,1,0,1,0,44,9,0,11,9,2,0.8181818181818182,16,11,5,0.6875
H2_15,A,False,3-4-3,11,41,784.65,6.833,10.33,3,2,1,2,0,59,14,1,14,10,4,0.7142857142857143,22,12,10,0.5454545454545454
H2_30,A,False,3-4-3,13,45,858.31,6.886,10.35,3,2,1,2,0,74,0,0,0,0,0,0.0,32,14,18,0.4375
H1_15,M,False,3-4-3,2,7,97.01,6.577,7.55,0,0,0,0,0,14,1,0,4,3,1,0.75,1,0,1,0.0
H1_30,M,False,3-4-3,3,11,160.81,6.676,8.78,0,0,0,0,0,29,4,0,8,7,1,0.875,9,3,6,0.3333333333333333
H1_45,M,False,3-4-3,6,20,291.94,6.815,9.14,0,0,0,0,0,44,5,0,11,9,2,0.8181818181818182,15,6,9,0.4
H2_15,M,False,3-4-3,9,31,473.14,6.772,9.14,0,0,0,0,0,59,10,0,13,11,2,0.8461538461538461,17,7,10,0.4117647058823529
H2_30,M,False,3-4-3,9,34,516.93,6.747,9.14,0,0,0,0,0,74,0,0,15,12,3,0.8,18,7,11,0.3888888888888889
H1_15,M,False,3-4-3,1,7,125.38,6.416,7.39,0,0,0,0,0,14,4,0,3,3,0,1.0,6,2,4,0.3333333333333333
H1_30,M,False,3-4-3,1,10,143.46,6.231,7.39,0,0,0,0,0,29,6,2,6,5,1,0.8333333333333334,10,3,7,0.3
H1_45,M,False,3-4-3,3,18,245.75,6.372,8.44,0,0,0,0,0,44,7,2,9,7,2,0.7777777777777778,13,3,10,0.23076923076923078
H2_15,M,False,3-4-3,4,25,368.88,6.478,8.44,0,0,0,0,0,59,8,2,0,0,0,0.0,15,4,11,0.26666666666666666
H2_30,M,False,3-4-3,0,3,44.63,6.793,7.33,0,0,0,0,0,9,0,0,2,0,2,0.0,2,1,1,0.5
H1_15,G,True,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,14,0,1,1,0,1,0.0,0,0,0,0.0
H1_30,G,True,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,29,0,2,3,0,3,0.0,0,0,0,0.0
H1_45,G,True,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,44,0,0,0,0,0,0.0,0,0,0,0.0
H2_15,G,True,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,59,0,3,0,0,0,0.0,0,0,0,0.0
H2_30,G,True,4-3-3,0,2,22.96,6.795,7.16,0,0,0,0,0,74,1,4,0,0,0,0.0,0,0,0,0.0
H1_15,D,True,4-3-3,1,7,85.64,6.66,7.51,0,0,0,0,0,14,6,0,1,0,1,0.0,0,0,0,0.0
