feature,mean_abs_shap,shap_std,perm_delta_prauc,max_abs_corr,cluster_id,cluster_reason,cluster_size,duplicate_flag,vif,instability,weak_shap,weak_perm,weak_corr,weak_vif,weak_instability,weakness_score,stage
cumul_shots_under_pressure_rate,0.005462014613315374,0.003264006884792093,0.008705498894147824,0.9888614851023763,corr_cluster_7,high_correlation,3,0,5.28261720758604,0.5975829645045352,0.9570315728343811,0.7143227102899953,0.9897294502633579,0.05637792941947803,0.437956842084705,0.7350153151417345,A
distance_per_possession,0.016196819748821693,0.00846789300667234,0.0026827981760467953,0.9414151406099458,corr_cluster_1,high_correlation,2,0,9.832071966094347,0.5228120790372056,0.858179806739331,0.8169659581809969,0.9422414601262585,0.08359536228748278,0.35243668894118474,0.7283314515269538,A
avg_top_sprint_distance,0.012038762127036898,0.00454673379684889,0.004089692096992031,0.9891145230479687,corr_cluster_5,high_correlation,3,0,4.904818658052046,0.377674527403257,0.8964694015899062,0.792988648292443,0.989982710310958,0.05327917479450435,0.18643376460729744,0.7189555478661507,A
last15_distance,0.022312307156798987,0.018447519652567152,0.008269887035451652,0.9414151406099458,corr_cluster_1,high_correlation,2,0,10.082511021840883,0.8267867380512391,0.8018651626279937,0.7217467245469265,0.9422414601262585,0.08473741942089127,0.7001115790825914,0.7129920212491094,A
top_sprint_distance,0.006461266939247468,0.002150342943986306,0.007188987505635951,0.9891145230479687,corr_cluster_5,high_correlation,3,0,4.742546557790476,0.33280515481020395,0.947829928654902,0.7401682008209661,0.989982710310958,0.05188683786483659,0.13511384788264913,0.710605324005201,A
last15_top_run_share,0.031203273277451437,0.011600715057326034,0.0022168496021450768,0.9611527517567636,corr_cluster_6,high_correlation,2,0,16.692508591026684,0.3717787859682372,0.719992441863762,0.8249069928121404,0.9619963958014299,0.10810992405001893,0.17969043520486846,0.677794675339081,A
cumul_pressured_succ,0.03894344382590011,0.015018162308257659,0.002849246019863111,0.9229492350595426,corr_cluster_3,high_correlation,2,0,15.558224563564677,0.3856403243482419,0.64871685568099,0.8141292329154672,0.923759346276791,0.10479929237281872,0.19554474638031594,0.6481585940415427,A
top_distance_share,0.024126613539878734,0.00517936013479663,0.009375958640153545,0.9611527517567636,corr_cluster_6,high_correlation,2,0,12.8617503839198,0.21467414505710453,0.785158069397978,0.7028962474569057,0.9619963958014299,0.09591794519809595,0.0,0.6354523613193345,A
last15_top_sprint_share,0.023552625946502998,0.009140115589427587,0.022007996064249136,0.9617555969256866,corr_cluster_5,high_correlation,3,0,3.3141285966571696,0.3880720396183541,0.7904436508878708,0.48761187431962105,0.9625997701128182,0.037596339945769386,0.19832605171061457,0.5757794559607896,A
checkpoint,0.0012893376557768363,0.0012342144283360047,0.0018018722098803452,0.0,,,1,0,2.784746777985676,0.9572468645479687,0.9954557902645141,0.8319793394780429,0.0,0.031055040243584457,0.8493270113646962,0.6778677110574973,B
last15_bottom_sprint_count,0.006285488344059703,0.006288256250981054,0.002762009614511611,0.0,,,1,0,2.087115334965923,1.0004403646574203,0.9494485909740292,0.8156159792106472,0.0,0.020874979162566025,0.8987301275786799,0.6622606806900598,B
distance_per_run,0.016053444920009815,0.014486035396922366,-0.0030786539432276702,0.0,,,1,0,4.0994558301459865,0.9023630422692794,0.8595000780309591,0.915156817360413,0.0,0.04595249107765719,0.7865529401866022,0.6614054526118582,B
last_15_shots_set_play,0.0007958593100444416,0.00040805120565654625,-0.0035070866376873816,0.0,,,1,0,2.5125946059203272,0.5127177636883588,1.0,0.9224584790767042,0.0,0.027326415374042377,0.3408911871176231,0.659682227926013,B
last_15_pressured_unsucc,0.016610947117473334,0.017071274559574322,5.65357845704606e-05,0.0,,,1,0,2.475310932040258,1.0277122935161693,0.8543663027900039,0.8617246327843925,0.0,0.026793232890856413,0.9299227437680185,0.6535851099774259,B
cumul_mean_max_speed,0.01455764150939005,0.012305282019628622,-0.00017919089818984463,0.0,,,1,0,8.553181365627204,0.8452799178830858,0.8732742273521883,0.8657420584320541,0.0,0.07731784234617675,0.7212633891948471,0.6448501118109777,B
last_15_pressure_success_rate,0.02068068479907407,0.011428443733342635,-0.008056917078003371,0.0,,,1,0,2.8754963255560617,0.5526143763795635,0.8168900046838407,1.0,0.0,0.032238960119147994,0.38652344633100855,0.6369432420501678,B
last_15_shots_blocked,0.0013870223256640377,0.0005463585685807268,-0.00035408688502826247,0.0,,,1,0,2.4417983583929783,0.3939075517902405,0.9945562581335747,0.8687227630980262,0.0,0.026309075441049126,0.20500049312576482,0.6255508013810629,B
cumul_bottom_run_share,0.01033053703437808,0.003830587364651091,-0.0049169992043373925,0.0,,,1,0,2.3319806991181786,0.37080234569641624,0.9121996421639695,0.9464872349217939,0.0,0.02468883567851825,0.17857361920008655,0.625256670359679,B
last_15_shots_special,0.002871317438758357,0.0015697261781349554,0.001847874423272458,0.0,,,1,0,1.9982711050062594,0.5466919668811512,0.9808880833056667,0.8311953362851646,0.0,0.019415923026760314,0.37974961499121307,0.6251013464933048,B
last_15_pressured_success_rate,0.004301243366960921,0.001733973993326089,-0.0011216199476349609,0.0,,,1,0,2.827129068300937,0.4031331978667468,0.9677205687021275,0.8818036200253682,0.0,0.03161145327253612,0.21555244339864837,0.6236638272866356,B
is_home,0.011490480692755916,0.011589329585717881,0.006741997343440102,0.0,,,1,0,1.0328710392932827,1.0086026769118792,0.9015182671642366,0.7477861324052495,0.0,0.0,0.9080658762413271,0.6229872141152409,B
cumul_bottom_sprint_share,0.024201375754593482,0.02332177653301788,0.0017244275594128083,0.0,,,1,0,2.1587559509458947,0.9636549909189087,0.7844696193638655,0.8332992075617882,0.0,0.02202124514703685,0.8566563875674866,0.6148633717272378,B
cumul_pressure_success_rate,0.014835924351798074,0.008864264448899494,-0.00065381481325133,0.0,,,1,0,3.00492476065524,0.5974864955296951,0.8707116516837212,0.8738309445396166,0.0,0.03388037893502316,0.43784650446531803,0.6142270144340163,B
sprint_distance_share,0.007142564027744218,0.0016203189111794992,-0.003926839694935486,0.0,,,1,0,2.5164806290156814,0.22685395677037176,0.9415561845502641,0.9296122161001351,0.0,0.02738166219679217,0.013930814868214736,0.6119623787066273,B
last_15_pressured_succ,0.0060374023826693275,0.0025172470182783504,0.00044673303534516207,0.0,,,1,0,3.34972375281971,0.41694206526704874,0.9517330977831666,0.8550746073203539,0.0,0.038006905377806,0.23134651146981475,0.6117313835818359,B
cumul_shots_set_play,0.0028923066146832486,0.0013668889840324446,0.0034205154943134433,0.0,,,1,0,2.7066571561266497,0.47259477162387215,0.9806948038671613,0.8043932428633074,0.0,0.03001333245198569,0.2950000036110371,0.6082474097686081,B
checkpoint_min,0.003993304804981978,0.0014931526847554429,0.0009738466104952173,0.0,,,1,0,1.1156199306167403,0.3739140280232582,0.9705562299289628,0.8460911542328994,0.0,0.001993561874561257,0.1821326455171118,0.6057113936993709,B
possessions_with_sprint_and_hsr,0.007366796318668556,0.0031309185427792767,0.0017033093691587176,0.0,,,1,0,3.3446747907218333,0.4250040868979999,0.939491334961137,0.8336591191261707,0.0,0.037948874025341854,0.24056755145370756,0.6014797347304058,B
position,0.01734252636611305,0.016940376965575214,0.0071828518387743595,0.0,,,1,0,1.1760882890054039,0.9768113715356012,0.8476295339475657,0.7402727693200712,0.0,0.0034016401825293246,0.87170416556452,0.6008949100209996,B
last_15_received_succ,0.016125848168371523,0.009958757503266179,0.002213310372714182,0.0,,,1,0,2.9422336427612237,0.6175648808847658,0.8588333506072912,0.824967310935325,0.0,0.033092057690985985,0.4608114135968346,0.5957789111383331,B
last_15_pressures_applied,0.006484709828992538,0.002489143723935483,0.0030930483459519,0.0,,,1,0,5.2219007835841715,0.3838481272988888,0.9476140541211383,0.809974176278181,0.0,0.05589270492150542,0.19349489816511706,0.5927139382423671,B
possessions_with_2plus_runs,0.012720554140748883,0.004247350950638712,-0.0005722668962848537,0.0,,,1,0,3.340872714428325,0.33389669220720464,0.8901910999519929,0.8724411456025669,0.0,0.03790512949763694,0.13636230769116867,0.5898384746653769,B
cumul_shots_blocked,0.005129497159238068,0.0016030163651766115,0.002967812897125034,0.0,,,1,0,2.91868642701259,0.3125094556860467,0.960093569505774,0.8121085299212307,0.0,0.032792715758184786,0.11190038335826376,0.5867353662358077,B
last15_mean_max_speed,0.008031239326203206,0.002606077520232208,0.006806774843359342,0.0,,,1,0,3.3231174434558435,0.3244925738583661,0.9333727921524688,0.7466821471180531,0.0,0.03770033888778648,0.12560622748233036,0.5576812457740707,B
cumul_received_succ,0.007157001258042745,0.002336017286647021,0.007889695919516805,0.0,,,1,0,4.785894388323422,0.32639609836897826,0.9414232388941003,0.7282262181803343,0.0,0.05226258779731483,0.12778340790011644,0.5553107476010901,B
cumul_peak_speed,0.008360105272374355,0.005040679882715018,0.01649790693565576,0.0,,,1,0,9.198388257556829,0.6029445465683009,0.9303444204981002,0.5815188225144585,0.0,0.08058335978261011,0.44408921989886285,0.5351021719976379,B
cumul_unique_run_possessions,0.03418954155349528,0.012635110211473151,0.0013677870245771342,0.0,,,1,0,4.897334911939687,0.36956067959271693,0.6924933033703988,0.8393773350561691,0.0,0.05321580855722235,0.17715344777001996,0.524566983913503,B
last_15_pressures_won,0.024275872053343948,0.021767984520964123,0.01677186096540309,0.0,,,1,0,5.931326920333913,0.8966921753884277,0.7837836180246637,0.5768498986043624,0.0,0.06128776868136538,0.7800668139213348,0.521168008179196,B
cumul_in_game_time,0.019312337968592285,0.007271564292917408,0.009107494762650027,0.0,,,1,0,5.26576667854234,0.3765242874655143,0.8294904663704988,0.7074716041977038,0.0,0.056243737587395475,0.1851181630196911,0.5205983914410546,B
cumul_distance,0.016409541722947743,0.0039578583072354765,0.008586656058308738,0.0,,,1,0,1.9428981875707618,0.24119249483370112,0.856220950238058,0.7163481163710976,0.0,0.01848451895823626,0.030330700510413155,0.5124696477481665,B
last_15_received_unsucc,0.03398939607838073,0.022115678461006896,0.014725829166324193,0.0,,,1,0,1.962618942147977,0.6506640603442135,0.6943363488138197,0.6117198612632317,0.0,0.018818227471455083,0.498669021923991,0.47415158102582156,B
formation,0.04440026181329976,0.04835105674147582,0.023601230162023396,0.0,,,1,0,1.1366034524274429,1.0889813430557889,0.5984675881344814,0.4604588195522239,0.0,0.0024866969699775614,1.0,0.44094953298062056,B
cumul_top_run_share,0.04312818919186944,0.0163792529288998,0.012873704354577152,0.0,,,1,0,3.8932117211222517,0.3797806779234689,0.610181505959932,0.6432851199528861,0.0,0.043889668527281156,0.18884270110585646,0.4314774807348034,B
share_of_possessions_with_top_run,0.040030308738994436,0.009818132280060078,0.0262586826999077,0.0,,,1,0,3.523403554643176,0.2452674633132672,0.6387084284380256,0.4151685797790885,0.0,0.039963172481830095,0.034991497640865496,0.3444169984663582,B
cumul_shots_special,0.02319183716491227,0.006489015519446594,0.050619136552885434,0.0,,,1,0,2.1905882859335724,0.27979739049151525,0.7937659849030045,0.0,0.0,0.02252225162190059,0.07448554190504186,0.2478305748235956,B
cumul_received_unsucc,0.10939083499499444,0.06859903117348139,0.020549966052979568,0.0,,,1,0,2.3283592628830125,0.6271003523889398,0.0,0.5124606826672571,0.0,0.024634500066257555,0.4717177306510702,0.22899646200527277,B
cumul_pressured_success_rate,0.07525812174281563,0.056694477378158165,0.0471393592617004,0.0,,,1,0,2.4705399424934944,0.7533336743627992,0.3143120852220902,0.059304896560957054,0.0,0.026724591961440575,0.6160987013931747,0.17933266869842357,B
