fixture_id,date,id,player_appearance_id,period,minute,stage,possession,run_type,min_speed,max_speed,distance,implied_secs_at_max,flag_speed_gt_10_3,flag_implied_duration_gt_30s,flag_known_bad_fixture,flag_reason
1161.0,2025-06-11,1324820,65579,half_2,40,bottom,3753,sprint,6.97,8.23,368.728,44.80291616038882,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324824,65579,half_2,44,middle,3753,hsr,5.43,6.35,418.044,65.83370078740158,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324823,65579,half_2,45,middle,3752,sprint,6.93,7.3,378.6424,51.86882191780822,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324825,65579,half_2,45,middle,3752,hsr,5.45,6.9,230.4088,33.39257971014493,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324827,65579,half_2,48,bottom,3753,hsr,5.44,6.33,431.344,68.14281200631912,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323789,65580,half_1,1,middle,3753,sprint,6.98,8.14,507.7816,62.38103194103194,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323790,65580,half_1,2,bottom,3753,hsr,5.45,5.68,177.6336,31.273521126760564,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323792,65580,half_1,5,bottom,3753,hsr,5.48,5.85,203.7628,34.83124786324787,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323794,65580,half_1,9,top,3753,hsr,5.42,6.96,576.712,82.86091954022989,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323797,65580,half_1,12,middle,3752,hsr,5.44,5.76,190.562,33.08368055555556,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323800,65580,half_1,12,top,3753,hsr,5.44,7.33,340.5192,46.45555252387449,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323801,65580,half_1,13,bottom,3753,hsr,5.42,5.86,260.6772,44.4841638225256,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323804,65580,half_1,17,top,3753,hsr,5.4,7.11,378.1652,53.18779184247539,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323805,65580,half_1,17,bottom,3753,hsr,5.42,6.47,739.6444,114.31907264296755,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323806,65580,half_1,19,middle,3752,hsr,5.4,6.24,377.7008,60.52897435897436,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323807,65580,half_1,20,middle,3753,hsr,5.42,5.7,312.7236,54.86378947368421,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323809,65580,half_1,24,middle,3752,hsr,5.47,5.98,200.5328,33.53391304347826,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323810,65580,half_1,25,bottom,3753,hsr,5.43,5.62,282.5772,50.28064056939502,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323811,65580,half_1,29,bottom,3753,hsr,5.47,6.51,228.7028,35.13099846390169,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323812,65580,half_1,32,bottom,3752,hsr,5.44,6.14,333.238,54.27328990228013,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323813,65580,half_1,35,middle,3753,hsr,5.46,6.6,685.9404,103.93036363636364,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323814,65580,half_1,40,middle,3753,sprint,6.92,7.08,364.6452,51.503559322033894,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323815,65580,half_1,40,top,3753,hsr,5.45,6.16,640.278,103.94123376623376,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323816,65580,half_1,40,middle,3753,hsr,5.42,6.91,362.792,52.502460202604915,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323817,65580,half_1,40,bottom,3753,hsr,5.41,6.91,519.6156,75.19762662807524,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323818,65580,half_1,46,bottom,3753,hsr,5.49,6.56,305.1212,46.51237804878049,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323819,65580,half_2,1,top,3753,hsr,5.41,6.75,397.0792,58.82654814814815,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323820,65580,half_2,22,middle,3753,hsr,5.5,5.89,193.1012,32.784584040747035,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323822,65580,half_2,34,middle,3753,hsr,5.4,5.98,246.16000000000005,41.16387959866221,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323823,65580,half_2,38,middle,3753,hsr,5.38,6.0,561.1224,93.5204,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323824,65580,half_2,38,bottom,3753,hsr,5.38,5.58,213.86,38.32616487455197,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323825,65580,half_2,39,bottom,3753,hsr,5.42,6.07,313.0788,51.57805601317957,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323826,65580,half_2,39,middle,3753,hsr,5.43,5.69,256.4236,45.06565905096661,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323829,65580,half_2,42,top,3753,hsr,5.43,6.91,251.9536,36.46217076700434,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323830,65580,half_2,43,top,3753,hsr,5.35,7.06,579.1528,82.0329745042493,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323831,65580,half_2,44,middle,3753,hsr,5.43,5.76,412.0632,71.53875000000001,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323832,65580,half_2,46,middle,3753,hsr,5.4,5.78,478.4332,82.77391003460207,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323833,65580,half_2,48,bottom,3753,hsr,5.4,6.51,633.4652,97.30648233486943,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323834,65580,half_2,52,middle,3753,sprint,6.97,7.99,649.014,81.22828535669586,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323836,65581,half_1,1,bottom,3752,sprint,7.01,7.69,264.4664,34.390949284785435,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323837,65581,half_1,1,bottom,3753,hsr,5.41,6.1,620.5795999999999,101.7343606557377,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323838,65581,half_1,1,middle,3753,hsr,5.51,6.56,267.5952,40.79195121951219,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323839,65581,half_1,2,middle,3753,hsr,5.38,7.13,487.8356,68.42014025245442,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323841,65581,half_1,3,middle,3753,hsr,5.4,5.97,292.81,49.04690117252932,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323842,65581,half_1,7,top,3752,hsr,5.46,6.42,306.6192,47.76,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323843,65581,half_1,10,bottom,3753,hsr,5.43,5.93,251.1356,42.35001686340641,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323844,65581,half_1,11,middle,3752,sprint,7.03,7.73,250.17040000000003,32.363570504527814,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323845,65581,half_1,13,middle,3752,hsr,5.43,6.99,457.5852,65.46283261802574,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323846,65581,half_1,15,middle,3753,hsr,5.47,6.85,442.8544,64.65027737226278,False,True,True,implied_duration_gt_30s; known_bad_fixture
